,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
15680,Hyundai Verna,Hyundai,Verna,9,50000,Individual,Petrol,Manual,17.1,1591,121.3,5,450000
15681,Hyundai Verna,Hyundai,Verna,2,6500,Individual,Petrol,Manual,17.1,1591,121.3,5,1035000
15682,Hyundai Verna,Hyundai,Verna,2,10000,Individual,Petrol,Manual,17,1591,121.3,5,999000
15683,Hyundai Verna,Hyundai,Verna,4,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,850000
15684,Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17,1591,121.3,5,1025000
15685,Hyundai Verna,Hyundai,Verna,4,20000,Individual,Petrol,Manual,17.7,1591,121.3,5,775000
15686,Hyundai Verna,Hyundai,Verna,8,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,430000
15687,Hyundai Verna,Hyundai,Verna,2,10000,Individual,Petrol,Manual,17,1591,121.3,5,1170000
15688,Hyundai Verna,Hyundai,Verna,3,35000,Individual,Petrol,Automatic,17,1591,121.3,5,950000
15689,Hyundai Verna,Hyundai,Verna,3,30000,Individual,Petrol,Manual,17,1591,121.3,5,850000
15691,Hyundai Verna,Hyundai,Verna,2,12000,Individual,Petrol,Manual,17,1591,121.3,5,1150000
15692,Hyundai Verna,Hyundai,Verna,3,30000,Individual,Petrol,Manual,17,1591,121.3,5,900000
15693,Hyundai Verna,Hyundai,Verna,5,5000,Individual,Petrol,Manual,17.01,1591,121.3,5,750000
15695,Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Manual,17,1591,121.3,5,1030000
15697,Hyundai Verna,Hyundai,Verna,4,22000,Individual,Petrol,Manual,17.01,1591,121.3,5,875000
15698,Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17,1591,121.3,5,970000
15700,Hyundai Verna,Hyundai,Verna,3,44000,Individual,Petrol,Manual,17,1591,121.3,5,900000
15701,Hyundai Verna,Hyundai,Verna,10,50000,Individual,Petrol,Automatic,15.74,1591,121.3,5,450000
15702,Hyundai Verna,Hyundai,Verna,7,35000,Individual,Petrol,Manual,17.01,1591,121.3,5,550000
15703,Hyundai Verna,Hyundai,Verna,8,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,530000
15705,Hyundai Verna,Hyundai,Verna,3,20000,Individual,Petrol,Manual,17,1591,121.3,5,990000
15706,Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Manual,17,1591,121.3,5,1100000
15707,Hyundai Verna,Hyundai,Verna,9,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,380000
15708,Hyundai Verna,Hyundai,Verna,5,16300,Individual,Petrol,Manual,17.01,1591,121.3,5,750000
15709,Hyundai Verna,Hyundai,Verna,8,38000,Individual,Petrol,Manual,17.01,1591,121.3,5,450000
15710,Hyundai Verna,Hyundai,Verna,10,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,170000
15711,Hyundai Verna,Hyundai,Verna,2,8836,Individual,Petrol,Manual,17,1591,121.3,5,1171000
15712,Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Automatic,17,1591,121.3,5,1250000
15714,Hyundai Verna,Hyundai,Verna,9,40000,Individual,Petrol,Manual,17.1,1591,121.3,5,389000
15715,Hyundai Verna,Hyundai,Verna,4,10000,Individual,Petrol,Manual,17,1591,121.3,5,1125000
15716,Hyundai Verna,Hyundai,Verna,7,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,610000
15717,Hyundai Verna,Hyundai,Verna,8,110000,Individual,Petrol,Manual,17.01,1591,121.3,5,370000
15718,Hyundai Verna,Hyundai,Verna,4,30000,Individual,Petrol,Manual,17.01,1591,121.3,5,880000
15719,Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17,1591,121.3,5,990000
15720,Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17,1591,121.3,5,995000
15722,Hyundai Verna,Hyundai,Verna,10,81000,Individual,Petrol,Manual,17.1,1591,121.3,5,336000
15723,Hyundai Verna,Hyundai,Verna,3,35000,Individual,Petrol,Manual,17.7,1591,121.3,5,900000
15724,Hyundai Verna,Hyundai,Verna,9,44906,Individual,Petrol,Manual,17.01,1591,121.3,5,580000
15726,Hyundai Verna,Hyundai,Verna,9,68000,Individual,Petrol,Manual,17.01,1591,121.3,5,410000
15727,Hyundai Verna,Hyundai,Verna,7,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,450000
15729,Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Manual,17,1591,121.3,5,970000
15730,Hyundai Verna,Hyundai,Verna,8,50000,Individual,Petrol,Manual,17.1,1591,121.3,5,550000
15732,Hyundai Verna,Hyundai,Verna,3,20000,Individual,Petrol,Manual,17,1591,121.3,5,1150000
15733,Hyundai Verna,Hyundai,Verna,8,80000,Individual,Petrol,Manual,17.01,1591,121.3,5,375000
15734,Hyundai Verna,Hyundai,Verna,4,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,950000
15735,Hyundai Verna,Hyundai,Verna,4,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,675000
15737,Hyundai Verna,Hyundai,Verna,8,60000,Individual,Petrol,Manual,17.01,1591,121.3,5,420000
15739,Hyundai Verna,Hyundai,Verna,6,31500,Individual,Petrol,Manual,17.01,1591,121.3,5,600000
15741,Hyundai Verna,Hyundai,Verna,3,5557,Trustmark Dealer,Petrol,Manual,17,1591,121.3,5,1045000
15742,Hyundai Verna,Hyundai,Verna,3,21734,Trustmark Dealer,Petrol,Manual,17,1591,121.3,5,925000
15743,Hyundai Verna,Hyundai,Verna,6,36619,Trustmark Dealer,Petrol,Manual,17.01,1591,121.3,5,625000
15744,Hyundai Verna,Hyundai,Verna,5,23251,Trustmark Dealer,Petrol,Manual,17.01,1591,121.3,5,700000
15747,Ford Ecosport,Ford,Ecosport,3,16000,Dealer,Petrol,Manual,17,1497,121.31,5,875000
15748,Ford Ecosport,Ford,Ecosport,2,58000,Dealer,Petrol,Manual,17,1497,121.31,5,790000
15751,Ford Ecosport,Ford,Ecosport,2,10370,Dealer,Petrol,Manual,17,1497,121.31,5,950000
15752,Ford Ecosport,Ford,Ecosport,2,16000,Dealer,Petrol,Manual,17,1497,121.31,5,925000
15753,Ford Ecosport,Ford,Ecosport,2,19323,Dealer,Petrol,Manual,17,1497,121.31,5,985000
15754,Ford Ecosport,Ford,Ecosport,3,22506,Dealer,Petrol,Manual,17,1497,121.31,5,945000
15755,Ford Ecosport,Ford,Ecosport,3,28015,Individual,Petrol,Manual,17,1497,121.31,5,850000
15756,Ford Ecosport,Ford,Ecosport,2,18500,Individual,Petrol,Manual,17,1497,121.31,5,950000
15757,Ford Ecosport,Ford,Ecosport,2,20000,Individual,Petrol,Manual,17,1497,121.31,5,905000
15758,Ford Ecosport,Ford,Ecosport,2,11800,Individual,Petrol,Manual,17,1497,121.31,5,900000
15759,Ford Ecosport,Ford,Ecosport,4,15800,Individual,Petrol,Manual,17,1497,121.31,5,785000
15760,Ford Ecosport,Ford,Ecosport,2,4015,Individual,Petrol,Manual,17,1497,121.31,5,946000
15762,Ford Ecosport,Ford,Ecosport,3,40000,Individual,Petrol,Manual,17,1497,121.31,5,860000
15763,Ford Ecosport,Ford,Ecosport,2,22346,Dealer,Petrol,Manual,17,1497,121.36,5,955000
15764,Ford Ecosport,Ford,Ecosport,2,15000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,1145000
15765,Ford Ecosport,Ford,Ecosport,3,31668,Dealer,Petrol,Automatic,14.8,1497,121.36,5,935000
15766,Ford Ecosport,Ford,Ecosport,4,38966,Dealer,Petrol,Manual,17,1497,121.36,5,685000
15767,Ford Ecosport,Ford,Ecosport,4,43000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,795000
15768,Ford Ecosport,Ford,Ecosport,3,24000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,970000
15769,Ford Ecosport,Ford,Ecosport,4,35000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,850000
15770,Ford Ecosport,Ford,Ecosport,5,57000,Dealer,Petrol,Manual,17,1497,121.36,5,635000
15771,Ford Ecosport,Ford,Ecosport,3,23540,Dealer,Petrol,Automatic,14.8,1497,121.36,5,1025000
15772,Ford Ecosport,Ford,Ecosport,3,25592,Dealer,Petrol,Automatic,14.8,1497,121.36,5,1095000
15773,Ford Ecosport,Ford,Ecosport,3,11000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,1075000
15775,Ford Ecosport,Ford,Ecosport,2,19375,Dealer,Petrol,Automatic,14.8,1497,121.36,5,1125000
15776,Ford Ecosport,Ford,Ecosport,2,4000,Individual,Petrol,Manual,17,1497,121.36,5,800000
15777,Ford Ecosport,Ford,Ecosport,3,15000,Individual,Petrol,Manual,17,1497,121.36,5,900000
15778,Ford Ecosport,Ford,Ecosport,2,10000,Individual,Petrol,Automatic,14.8,1497,121.36,5,950000
15779,Ford Ecosport,Ford,Ecosport,4,28000,Individual,Petrol,Manual,17,1497,121.36,5,600000
15780,Ford Ecosport,Ford,Ecosport,3,5000,Individual,Petrol,Manual,17,1497,121.36,5,850000
15781,Ford Ecosport,Ford,Ecosport,4,11448,Individual,Petrol,Manual,17,1497,121.36,5,700000
15782,Ford Ecosport,Ford,Ecosport,4,15000,Individual,Petrol,Automatic,14.8,1497,121.36,5,800000
15783,Ford Ecosport,Ford,Ecosport,2,10000,Individual,Petrol,Manual,17,1497,121.36,5,1040000
15786,Ford Ecosport,Ford,Ecosport,5,23256,Trustmark Dealer,Petrol,Manual,17,1497,121.36,5,585000
15788,Ford Ecosport,Ford,Ecosport,3,9929,Trustmark Dealer,Petrol,Manual,17,1497,121.36,5,750000
15789,Hyundai Verna,Hyundai,Verna,7,49599,Dealer,Petrol,Automatic,17.1,1591,121.4,5,610000
15790,Hyundai Verna,Hyundai,Verna,8,14000,Dealer,Petrol,Automatic,17.01,1591,121.4,5,575000
15792,Hyundai Verna,Hyundai,Verna,8,48000,Dealer,Petrol,Automatic,17.01,1591,121.4,5,490000
15793,Hyundai Verna,Hyundai,Verna,5,53075,Dealer,Petrol,Automatic,17.1,1591,121.4,5,675000
15794,Hyundai Verna,Hyundai,Verna,8,48265,Dealer,Petrol,Automatic,17.01,1591,121.4,5,415000
15795,Hyundai Verna,Hyundai,Verna,9,74100,Dealer,Petrol,Automatic,17.1,1591,121.4,5,450000
15796,Hyundai Verna,Hyundai,Verna,8,64001,Dealer,Petrol,Automatic,17.01,1591,121.4,5,449000
15797,Hyundai Verna,Hyundai,Verna,6,39000,Dealer,Petrol,Manual,17.01,1591,121.4,5,625000
15798,Hyundai Verna,Hyundai,Verna,8,67000,Dealer,Petrol,Automatic,17.1,1591,121.4,5,465000
15799,Hyundai Verna,Hyundai,Verna,7,43000,Dealer,Petrol,Automatic,17.1,1591,121.4,5,690000
15800,Hyundai Verna,Hyundai,Verna,4,32200,Dealer,Petrol,Automatic,17.1,1591,121.4,5,945000
15802,Hyundai Verna,Hyundai,Verna,8,81000,Dealer,Petrol,Automatic,17.1,1591,121.4,5,425000
15803,Hyundai Verna,Hyundai,Verna,8,70000,Individual,Petrol,Automatic,17.1,1591,121.4,5,550000
15805,Hyundai Verna,Hyundai,Verna,7,80000,Individual,Petrol,Automatic,17.1,1591,121.4,5,630000
15806,Hyundai Verna,Hyundai,Verna,6,70000,Individual,Petrol,Manual,17.01,1591,121.4,5,525000
15807,Hyundai Verna,Hyundai,Verna,6,72600,Individual,Petrol,Manual,17.01,1591,121.4,5,525000
15808,Skoda Octavia,Skoda,Octavia,13,38000,Dealer,Diesel,Manual,16.6,1896,122.4,5,540000
15809,Ford Ecosport,Ford,Ecosport,6,39720,Dealer,Petrol,Manual,18.88,999,123.24,5,650000
15810,Ford Ecosport,Ford,Ecosport,7,44406,Dealer,Petrol,Manual,18.88,999,123.24,5,650000
15811,Ford Ecosport,Ford,Ecosport,4,11000,Dealer,Petrol,Manual,18.88,999,123.24,5,950000
15813,Ford Ecosport,Ford,Ecosport,4,45400,Dealer,Petrol,Manual,18.88,999,123.24,5,700000
15814,Ford Ecosport,Ford,Ecosport,5,56000,Dealer,Petrol,Manual,18.88,999,123.24,5,675000
15815,Ford Ecosport,Ford,Ecosport,2,15000,Individual,Petrol,Manual,18.1,999,123.24,5,1000000
15817,Ford Ecosport,Ford,Ecosport,8,56260,Dealer,Petrol,Manual,18.88,999,123.37,5,499000
15819,Ford Ecosport,Ford,Ecosport,6,78000,Dealer,Petrol,Manual,18.88,999,123.37,5,635000
15820,Ford Ecosport,Ford,Ecosport,7,63000,Dealer,Petrol,Manual,18.88,999,123.37,5,535000
15821,Ford Ecosport,Ford,Ecosport,8,60000,Dealer,Petrol,Manual,18.88,999,123.37,5,610000
15822,Ford Ecosport,Ford,Ecosport,8,34000,Dealer,Petrol,Manual,18.88,999,123.37,5,550000
15823,Ford Ecosport,Ford,Ecosport,6,104278,Dealer,Petrol,Manual,18.88,999,123.37,5,590000
15824,Ford Ecosport,Ford,Ecosport,8,35225,Dealer,Petrol,Manual,18.88,999,123.37,5,480000
15825,Ford Ecosport,Ford,Ecosport,6,40000,Dealer,Petrol,Manual,18.88,999,123.37,5,635000
15826,Hyundai Creta,Hyundai,Creta,4,102000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1100000
15827,Hyundai Creta,Hyundai,Creta,4,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,990000
15828,Hyundai Creta,Hyundai,Creta,5,52000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1050000
15829,Hyundai Creta,Hyundai,Creta,4,38425,Dealer,Diesel,Manual,19.67,1582,126.2,5,960000
15830,Hyundai Creta,Hyundai,Creta,6,70000,Dealer,Diesel,Manual,19.67,1582,126.2,5,775000
15831,Hyundai Creta,Hyundai,Creta,6,45000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
15832,Hyundai Creta,Hyundai,Creta,5,20000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1000000
15833,Hyundai Creta,Hyundai,Creta,3,24000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1350000
15834,Hyundai Creta,Hyundai,Creta,6,67000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1059000
15835,Hyundai Creta,Hyundai,Creta,3,65411,Dealer,Diesel,Manual,19.67,1582,126.2,5,1360000
15839,Hyundai Creta,Hyundai,Creta,4,51050,Dealer,Diesel,Manual,19.67,1582,126.2,5,1050000
15840,Hyundai Creta,Hyundai,Creta,6,83000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,955000
15841,Hyundai Creta,Hyundai,Creta,5,71000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1080000
15842,Hyundai Creta,Hyundai,Creta,6,81000,Dealer,Diesel,Manual,19.67,1582,126.2,5,975000
15843,Hyundai Creta,Hyundai,Creta,4,68000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1340000
15845,Hyundai Creta,Hyundai,Creta,5,88000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1249000
15846,Hyundai Creta,Hyundai,Creta,2,10000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1550000
15849,Hyundai Creta,Hyundai,Creta,5,85204,Dealer,Diesel,Manual,19.67,1582,126.2,5,1025000
15850,Hyundai Creta,Hyundai,Creta,4,116589,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000
15851,Hyundai Creta,Hyundai,Creta,4,55321,Dealer,Diesel,Manual,19.67,1582,126.2,5,1275000
15852,Hyundai Creta,Hyundai,Creta,2,23000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1575000
15853,Hyundai Creta,Hyundai,Creta,4,66000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1040000
15854,Hyundai Creta,Hyundai,Creta,4,54000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1195000
15855,Hyundai Creta,Hyundai,Creta,6,72248,Dealer,Diesel,Manual,19.67,1582,126.2,5,1000000
15857,Hyundai Creta,Hyundai,Creta,5,62000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1275000
15858,Hyundai Creta,Hyundai,Creta,5,88000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1245000
15859,Hyundai Creta,Hyundai,Creta,5,45000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1170000
15862,Hyundai Creta,Hyundai,Creta,5,27000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1199000
15863,Hyundai Creta,Hyundai,Creta,6,90000,Dealer,Diesel,Manual,19.67,1582,126.2,5,850000
15864,Hyundai Creta,Hyundai,Creta,6,76000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1025000
15865,Hyundai Creta,Hyundai,Creta,4,75000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1175000
15866,Hyundai Creta,Hyundai,Creta,4,79000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000
15867,Hyundai Creta,Hyundai,Creta,5,57000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1075000
15868,Hyundai Creta,Hyundai,Creta,4,52300,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1325000
15869,Hyundai Creta,Hyundai,Creta,5,85000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1040000
15870,Hyundai Creta,Hyundai,Creta,5,52000,Dealer,Diesel,Manual,19.67,1582,126.2,5,975000
15872,Hyundai Creta,Hyundai,Creta,3,49000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1390000
15873,Hyundai Creta,Hyundai,Creta,4,60369,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1350000
15874,Hyundai Creta,Hyundai,Creta,4,45900,Dealer,Diesel,Manual,19.67,1582,126.2,5,1250000
15875,Hyundai Creta,Hyundai,Creta,4,75130,Dealer,Diesel,Manual,19.67,1582,126.2,5,1150000
15876,Hyundai Creta,Hyundai,Creta,4,18000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1345000
15877,Hyundai Creta,Hyundai,Creta,6,65000,Dealer,Diesel,Manual,19.67,1582,126.2,5,849000
15878,Hyundai Creta,Hyundai,Creta,3,40000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1295000
15879,Hyundai Creta,Hyundai,Creta,5,16000,Dealer,Diesel,Manual,19.67,1582,126.2,5,851000
15881,Hyundai Creta,Hyundai,Creta,6,66500,Dealer,Diesel,Manual,19.67,1582,126.2,5,750000
15883,Hyundai Creta,Hyundai,Creta,6,64907,Dealer,Diesel,Manual,19.67,1582,126.2,5,800000
15884,Hyundai Creta,Hyundai,Creta,3,82000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1135000
15886,Hyundai Creta,Hyundai,Creta,6,72000,Dealer,Diesel,Manual,19.67,1582,126.2,5,950000
15888,Hyundai Creta,Hyundai,Creta,6,64000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,695000
15889,Hyundai Creta,Hyundai,Creta,5,62000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1050000
15890,Hyundai Creta,Hyundai,Creta,3,73185,Dealer,Diesel,Manual,19.67,1582,126.2,5,1350000
15891,Hyundai Creta,Hyundai,Creta,3,105692,Dealer,Diesel,Manual,19.67,1582,126.2,5,1350000
15893,Hyundai Creta,Hyundai,Creta,4,33000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1070000
15894,Hyundai Creta,Hyundai,Creta,6,65000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,835000
15895,Hyundai Creta,Hyundai,Creta,5,58500,Dealer,Diesel,Manual,19.67,1582,126.2,5,770000
15896,Hyundai Creta,Hyundai,Creta,6,76000,Dealer,Diesel,Manual,19.67,1582,126.2,5,800000
15897,Hyundai Creta,Hyundai,Creta,5,72000,Dealer,Diesel,Manual,19.67,1582,126.2,5,825000
15898,Hyundai Creta,Hyundai,Creta,5,58500,Dealer,Diesel,Manual,19.67,1582,126.2,5,760000
15899,Hyundai Creta,Hyundai,Creta,6,58000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,833000
15900,Hyundai Creta,Hyundai,Creta,4,51000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
15901,Hyundai Creta,Hyundai,Creta,5,40000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1050000
15902,Hyundai Creta,Hyundai,Creta,5,55000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,990000
15903,Hyundai Creta,Hyundai,Creta,6,65000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,900000
15904,Hyundai Creta,Hyundai,Creta,3,14548,Dealer,Diesel,Manual,19.67,1582,126.2,5,1175000
15905,Hyundai Creta,Hyundai,Creta,6,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,875000
15906,Hyundai Creta,Hyundai,Creta,5,58000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,999000
15907,Hyundai Creta,Hyundai,Creta,5,50000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,940000
15908,Hyundai Creta,Hyundai,Creta,6,30000,Dealer,Diesel,Manual,19.67,1582,126.2,5,865000
15909,Hyundai Creta,Hyundai,Creta,6,825000,Dealer,Diesel,Manual,19.67,1582,126.2,5,825000
15910,Hyundai Creta,Hyundai,Creta,5,52000,Dealer,Diesel,Manual,19.67,1582,126.2,5,950000
15911,Hyundai Creta,Hyundai,Creta,6,40000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,930000
15912,Hyundai Creta,Hyundai,Creta,5,79000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,970000
15913,Hyundai Creta,Hyundai,Creta,5,35000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1050000
15914,Hyundai Creta,Hyundai,Creta,5,69000,Dealer,Diesel,Manual,20.5,1582,126.2,5,825000
15915,Hyundai Creta,Hyundai,Creta,4,48000,Dealer,Diesel,Manual,20.5,1582,126.2,5,985000
15916,Hyundai Creta,Hyundai,Creta,6,77559,Dealer,Diesel,Manual,19.67,1582,126.2,5,860000
15917,Hyundai Creta,Hyundai,Creta,6,58000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,850000
15918,Hyundai Creta,Hyundai,Creta,5,54000,Dealer,Diesel,Manual,19.67,1582,126.2,5,875000
15919,Hyundai Creta,Hyundai,Creta,6,79825,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
15920,Hyundai Creta,Hyundai,Creta,5,64000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000
15921,Hyundai Creta,Hyundai,Creta,6,84918,Dealer,Diesel,Automatic,17.01,1582,126.2,5,917000
15923,Hyundai Creta,Hyundai,Creta,4,17550,Dealer,Diesel,Manual,19.67,1582,126.2,5,1335000
15924,Hyundai Creta,Hyundai,Creta,3,67806,Dealer,Diesel,Manual,19.67,1582,126.2,5,1295000
15925,Hyundai Creta,Hyundai,Creta,5,85000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1095000
15926,Hyundai Creta,Hyundai,Creta,4,60008,Dealer,Diesel,Automatic,17.01,1582,126.2,5,975000
15927,Hyundai Creta,Hyundai,Creta,6,97247,Dealer,Diesel,Manual,19.67,1582,126.2,5,950000
15928,Hyundai Creta,Hyundai,Creta,5,70000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1150000
15929,Hyundai Creta,Hyundai,Creta,3,65000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1421000
15930,Hyundai Creta,Hyundai,Creta,5,55000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1115000
15931,Hyundai Creta,Hyundai,Creta,6,69000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,900000
15932,Hyundai Creta,Hyundai,Creta,5,70000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1125000
15933,Hyundai Creta,Hyundai,Creta,5,48000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1175000
15934,Hyundai Creta,Hyundai,Creta,3,40000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1275000
15935,Hyundai Creta,Hyundai,Creta,4,47000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1115000
15937,Hyundai Creta,Hyundai,Creta,6,60000,Dealer,Diesel,Manual,19.67,1582,126.2,5,910000
15939,Hyundai Creta,Hyundai,Creta,6,79828,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1060000
15943,Hyundai Creta,Hyundai,Creta,6,59000,Dealer,Diesel,Manual,20.5,1582,126.2,5,790000
15944,Hyundai Creta,Hyundai,Creta,2,15000,Individual,Diesel,Manual,19.67,1582,126.2,5,1225000
15945,Hyundai Creta,Hyundai,Creta,4,80000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
15946,Hyundai Creta,Hyundai,Creta,3,71000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
15947,Hyundai Creta,Hyundai,Creta,3,60000,Individual,Diesel,Manual,19.67,1582,126.2,5,1000000
15949,Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,20.5,1582,126.2,5,1300000
15950,Hyundai Creta,Hyundai,Creta,5,70000,Individual,Diesel,Manual,19.67,1582,126.2,5,950000
15951,Hyundai Creta,Hyundai,Creta,3,70000,Individual,Diesel,Manual,20.5,1582,126.2,5,1300000
15952,Hyundai Creta,Hyundai,Creta,2,25000,Individual,Diesel,Manual,20.5,1582,126.2,5,1500000
15954,Hyundai Creta,Hyundai,Creta,4,35000,Individual,Diesel,Manual,19.67,1582,126.2,5,1125000
15955,Hyundai Creta,Hyundai,Creta,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
15957,Hyundai Creta,Hyundai,Creta,2,31700,Individual,Diesel,Manual,19.67,1582,126.2,5,1350000
15959,Hyundai Creta,Hyundai,Creta,5,120000,Individual,Diesel,Manual,19.67,1582,126.2,5,960000
15960,Hyundai Creta,Hyundai,Creta,3,19000,Individual,Diesel,Manual,20.5,1582,126.2,5,1310000
15961,Hyundai Creta,Hyundai,Creta,3,25000,Individual,Diesel,Manual,20.5,1582,126.2,5,1500000
15962,Hyundai Creta,Hyundai,Creta,5,110000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1050000
15963,Hyundai Creta,Hyundai,Creta,3,20000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
15964,Hyundai Creta,Hyundai,Creta,3,40000,Individual,Diesel,Manual,20.5,1582,126.2,5,1500000
15966,Hyundai Creta,Hyundai,Creta,6,120000,Individual,Diesel,Automatic,17.01,1582,126.2,5,850000
15967,Hyundai Creta,Hyundai,Creta,5,100000,Individual,Diesel,Manual,19.67,1582,126.2,5,1000000
15968,Hyundai Creta,Hyundai,Creta,6,110000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
15969,Hyundai Creta,Hyundai,Creta,5,96000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
15971,Hyundai Creta,Hyundai,Creta,5,112000,Individual,Diesel,Manual,19.67,1582,126.2,5,1050000
15973,Hyundai Creta,Hyundai,Creta,4,40000,Individual,Diesel,Manual,19.67,1582,126.2,5,870000
15975,Hyundai Creta,Hyundai,Creta,6,140000,Individual,Diesel,Manual,19.67,1582,126.2,5,900000
15976,Hyundai Creta,Hyundai,Creta,5,62000,Individual,Diesel,Manual,19.67,1582,126.2,5,950000
15977,Hyundai Creta,Hyundai,Creta,4,195000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1100000
15978,Hyundai Creta,Hyundai,Creta,5,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,750000
15982,Hyundai Creta,Hyundai,Creta,6,85000,Individual,Diesel,Manual,19.67,1582,126.2,5,860000
15983,Hyundai Creta,Hyundai,Creta,5,60000,Individual,Diesel,Manual,19.67,1582,126.2,5,975000
